rank,prime,digits,year,type,
1340,8*3^896701-1,427837,2010,other,
1320,94550!-1,429390,2010,Factorial,
1314,45*2^1427666+1,429772,2010,other,
1271,8331405*2^1445428-1,435125,2010,other,
1258,77743*6^560745-1,436350,2010,other,
1219,105*2^1467388-1,441730,2010,other,
1204,43994*6^569498-1,443161,2010,other,
1126,907*2^1501169-1,451900,2010,other,
1115,4*83^236470+1,453805,2010,Generalized,
1106,301*2^1514873-1,456025,2010,other,
1012,103040!-1,471794,2010,Factorial,
906,31*2^1611311-1,485055,2010,other,
759,233*2^1700734-1,511975,2010,other,
754,283*2^1702599-1,512536,2010,other,
749,2*3^1074726+1,512775,2010,other,
724,2*3^1086112+1,518208,2010,other,
593,301*2^1801207-1,542220,2010,other,
511,2*3^1175232+1,560729,2010,other,
285,254*5^911506-1,637118,2010,other,
239,67*2^2215581-1,666959,2010,other,
219,228188^131072+1,702323,2010,Generalized,
202,15*2^2393365+1,720476,2010,other,
148,17*2^2721830-1,819354,2010,other,
73,59*2^3408416-1,1026038,2010,other,
72,191249*2^3417696-1,1028835,2010,other,
28,3*2^6090515-1,1833429,2010,other,
17,90527*2^9162167+1,2758093,2010,other,
5770,69318339141*2371#+1,1014,2011,other,
5762,418059269664*2371#+1,1015,2011,other,
5761,51800236080*2377#-1,1017,2011,other,
5737,1290733709840*2677#+1,1141,2011,other,
5721,580182204072*3203#-1,1366,2011,other,
5673,46359065729523*2^8258-1,2500,2011,Quadruplet,
5672,46359065729523*2^8258+1,2500,2011,Quadruplet,
5671,46359065729523*2^8258+5,2500,2011,Quadruplet,
5670,46359065729523*2^8258+7,2500,2011,Quadruplet,
5664,9992783016*6599#-1,2836,2011,other,
5569,V(25577)/147374713548027019,5329,2011,Lucas,
5563,E(2028)/11246153954845684745,5412,2011,other,
5552,V(27827)/3579579016301,5803,2011,Lucas,
5537,p(30191251),6113,2011,Partitions,
5536,p(30244992),6119,2011,Partitions,
5535,p(30245335),6119,2011,Partitions,
5534,p(30248445),6119,2011,Partitions,
5499,p(39576498),7000,2011,Partitions,
5496,p(40100918),7047,2011,Partitions,
5492,p(41197951),7142,2011,Partitions,
5474,U(37217)/4466041,7771,2011,other,
5469,p(50001890),7869,2011,Partitions,
5460,p(51831641),8012,2011,Partitions,
5447,p(54534155),8219,2011,Partitions,
5446,V(39607)/158429,8273,2011,Lucas,
5435,p(60016427),8622,2011,Partitions,
5425,p(67230446),9126,2011,Partitions,
5418,p(80036992),9958,2011,Partitions,
5285,(19979^4933-1)/19978,21211,2011,Generalized,
5256,&tau;(157^2206),26643,2011,ECPP,
5220,5558745*10^33334-1,33341,2011,Twin,
5219,5558745*10^33334+1,33341,2011,Twin,
5198,(4366^10099-1)/4365,36758,2011,Generalized,
5185,(32556^9283-1)/32555,41887,2011,Generalized,
5161,(34120^11311-1)/34119,51269,2011,Generalized,
5102,2*11987^47063+1,191957,2011,other,
5094,5628671236635*2^666667-1,200700,2011,other,
5093,12927218561085*2^666666-1,200700,2011,other,
5092,13706154935025*2^666666-1,200700,2011,other,
5091,3561399414975*2^666668-1,200700,2011,other,
5090,14646182194005*2^666666-1,200700,2011,other,
5089,11638738675125*2^666667-1,200700,2011,other,
5088,23716957113345*2^666666-1,200700,2011,other,
5087,26767338410445*2^666666-1,200700,2011,other,
5086,3756801695685*2^666669-1,200700,2011,Twin,
5085,3756801695685*2^666669+1,200700,2011,Twin,
5083,40464851170905*2^666666-1,200701,2011,other,
5082,9094283341425*2^666669-1,200701,2011,other,
5051,459*2^816031+1,245653,2011,Divides,
5049,2*239^104781+1,249212,2011,other,
5012,549*2^1033187+1,311024,2011,other,
4997,10021*2^1119611-1,337041,2011,other,
4975,1107*2^1121007+1,337460,2011,other,
4970,585*2^1121215+1,337523,2011,other,
4952,119*2^1122472-1,337900,2011,other,
4950,463*2^1122510+1,337912,2011,other,
4948,1015*2^1122611-1,337943,2011,other,
4942,255*2^1122897+1,338029,2011,other,
4938,1113*2^1123280+1,338145,2011,other,
4921,2*467^126775+1,338403,2011,other,
4910,247*2^1124806+1,338603,2011,other,
4901,1365*2^1125937-1,338944,2011,other,
4890,1077*2^1126434-1,339094,2011,other,
4884,597*2^1126638+1,339155,2011,other,
4882,851*2^1126707+1,339176,2011,other,
4871,1287*2^1127953-1,339551,2011,other,
4857,531*2^1128640+1,339758,2011,other,
4843,1121*2^1129391+1,339984,2011,other,
4840,653*2^1129481+1,340011,2011,other,
4838,701*2^1129531+1,340026,2011,other,
4836,855*2^1129695+1,340076,2011,other,
4835,178192*3^712768+1,340083,2011,Generalized,
4834,1035*2^1129901-1,340138,2011,other,
4825,937*2^1130278+1,340251,2011,other,
4822,1087*2^1130492+1,340316,2011,other,
4820,1095*2^1130677-1,340371,2011,other,
4817,541*2^1130876+1,340431,2011,other,
4814,1187*2^1131403+1,340590,2011,other,
4810,1115*2^1131709+1,340682,2011,other,
4801,1235*2^1132210-1,340833,2011,other,
4796,551*2^1132501+1,340920,2011,other,
4781,2*263^140989+1,341188,2011,other,
4773,1127*2^1133758-1,341299,2011,other,
4765,1065*2^1134545-1,341536,2011,other,
4763,277*2^1134740+1,341594,2011,other,
4758,1065*2^1135016-1,341677,2011,other,
4756,1089*2^1135049-1,341687,2011,other,
4754,1231*2^1135229-1,341742,2011,other,
4735,791*2^1135983+1,341968,2011,other,
4733,935*2^1136053+1,341990,2011,other,
4713,843*2^1137249+1,342349,2011,other,
4711,313*2^1137387-1,342391,2011,other,
4710,671*2^1137467+1,342415,2011,other,
4708,627*2^1137547+1,342439,2011,other,
4691,1023*2^1138576+1,342749,2011,other,
4690,445*2^1138720+1,342792,2011,other,
4688,149*2^1138804-1,342817,2011,other,
4655,115*2^1141719-1,343694,2011,other,
4653,1387*2^1141865-1,343739,2011,other,
4651,1149*2^1141946+1,343764,2011,other,
4635,101*2^1142981+1,344074,2011,other,
4632,699*2^1143143+1,344124,2011,other,
4618,619*2^1143986+1,344377,2011,other,
4601,855*2^1145019+1,344688,2011,other,
4599,1137*2^1145161-1,344731,2011,other,
4581,1001*2^1145705+1,344895,2011,other,
4568,465*2^1146888+1,345251,2011,other,
4565,1139*2^1147172-1,345337,2011,other,
4559,905*2^1147681+1,345490,2011,other,
4558,141*2^1147747+1,345509,2011,other,
4556,1017*2^1147995+1,345584,2011,other,
4552,589*2^1148198+1,345645,2011,other,
4551,1089*2^1148265+1,345666,2011,other,
4541,657*2^1148795+1,345825,2011,other,
4524,499*2^1150034+1,346198,2011,other,
4522,1097*2^1150123+1,346225,2011,other,
4518,1199*2^1150327+1,346287,2011,other,
4514,755*2^1150559+1,346356,2011,other,
4501,1089*2^1151702+1,346700,2011,Generalized,
4481,105*2^1152715+1,347004,2011,other,
4478,813*2^1152824+1,347038,2011,other,
4472,1023*2^1153248+1,347166,2011,other,
4465,1485*2^1153738-1,347313,2011,other,
4463,14533*2^1153951-1,347379,2011,other,
4451,75*2^1154616+1,347576,2011,other,
4448,497*2^1154735+1,347613,2011,other,
4434,255*2^1155630+1,347882,2011,other,
4430,265*2^1155950+1,347979,2011,other,
4415,1107*2^1157095+1,348324,2011,other,
4413,147*2^1157300+1,348385,2011,other,
4409,837*2^1157520+1,348452,2011,other,
4404,247*2^1158186+1,348652,2011,other,
4368,749*2^1160897+1,349468,2011,other,
4367,865*2^1161090+1,349526,2011,other,
4340,175*2^1162313-1,349894,2011,other,
4339,315*2^1162371+1,349912,2011,other,
4335,1043*2^1162641+1,349993,2011,other,
4334,165*2^1162671-1,350002,2011,other,
4318,611*2^1163621+1,350288,2011,other,
4313,595*2^1163818+1,350347,2011,other,
4311,875*2^1163883+1,350367,2011,other,
4306,763*2^1164124+1,350440,2011,other,
4305,815*2^1164279+1,350486,2011,other,
4303,383*2^1164513+1,350556,2011,other,
4289,271*2^1165420+1,350829,2011,other,
4283,877*2^1165554+1,350870,2011,other,
4279,689*2^1165785+1,350940,2011,other,
4275,2611*2^1165907-1,350977,2011,other,
4256,883*2^1167442+1,351439,2011,other,
4243,1013*2^1168233+1,351677,2011,other,
4237,321*2^1168576+1,351779,2011,other,
4232,147*2^1168975+1,351899,2011,other,
4229,631*2^1169088+1,351934,2011,other,
4222,567*2^1169602+1,352089,2011,other,
4197,1191*2^1171121+1,352546,2011,other,
4196,251*2^1171193+1,352567,2011,other,
4195,311*2^1171199+1,352569,2011,other,
4188,407*2^1171719+1,352726,2011,other,
4183,709*2^1171934+1,352791,2011,other,
4181,209*2^1172111+1,352843,2011,other,
4157,717*2^1174056+1,353429,2011,other,
4153,945*2^1174442+1,353546,2011,other,
4149,555*2^1174603+1,353594,2011,other,
4140,651*2^1175149+1,353758,2011,other,
4135,879*2^1175478+1,353858,2011,other,
4127,459*2^1176058+1,354032,2011,other,
4125,591*2^1176188+1,354071,2011,other,
4109,821*2^1177285+1,354402,2011,other,
4105,435*2^1177574+1,354488,2011,other,
4104,243*2^1177629+1,354505,2011,other,
4095,1023*2^1177850+1,354572,2011,other,
4094,165*2^1177856+1,354573,2011,other,
4077,813*2^1179185+1,354973,2011,other,
4069,765*2^1179540+1,355080,2011,other,
4058,711*2^1180481+1,355364,2011,other,
4045,24161*2^1181162-1,355570,2011,other,
4008,435*2^1183997+1,356422,2011,other,
4004,1049*2^1184377+1,356537,2011,other,
3990,1077*2^1184936+1,356705,2011,other,
3982,545*2^1185295+1,356813,2011,other,
3967,389*2^1186577+1,357198,2011,other,
3965,181*2^1186763-1,357254,2011,other,
3958,249*2^1187471+1,357467,2011,other,
3928,633*2^1189809+1,358171,2011,other,
3927,443*2^1189865+1,358188,2011,other,
3917,478253!7+1,358376,2011,Multifactorial,
3889,799*2^1192254+1,358908,2011,other,
3879,1165*2^1193202+1,359193,2011,other,
3835,1019*2^1196379+1,360149,2011,other,
3834,163*2^1196434+1,360165,2011,other,
3831,1029*2^1196674+1,360238,2011,other,
3825,83*706^126486-1,360336,2011,other,
3823,34693*2^1197131-1,360377,2011,other,
3821,9999992*10^360403-1,360410,2011,Near-repdigit,
3810,587*2^1198111+1,360671,2011,other,
3789,2611*2^1199467-1,361079,2011,other,
3784,155*2^1199689+1,361145,2011,other,
3773,699*2^1200343+1,361343,2011,other,
3772,6*272^148426-1,361355,2011,other,
3766,863*2^1200565+1,361410,2011,other,
3763,545*2^1200769+1,361471,2011,other,
3749,537*2^1201791+1,361778,2011,other,
3726,861*2^1203625-1,362331,2011,other,
3720,621*2^1204299+1,362533,2011,other,
3709,2*698^127558-1,362757,2011,other,
3707,921*2^1205199+1,362805,2011,other,
3690,973*2^1206088+1,363072,2011,other,
3689,235*2^1206136+1,363086,2011,other,
3670,209*2^1207276-1,363429,2011,other,
3667,155*2^1207424-1,363474,2011,other,
3655,249*2^1208142+1,363690,2011,other,
3653,1051*2^1208312+1,363742,2011,other,
3644,703*2^1208892+1,363916,2011,other,
3631,403*2^1209326+1,364047,2011,other,
3630,369*2^1209435+1,364079,2011,other,
3628,181*2^1209572+1,364120,2011,other,
3618,117*2^1210282-1,364334,2011,other,
3605,595*2^1211446+1,364685,2011,other,
3601,99*2^1211757+1,364778,2011,other,
3595,1121*2^1212101+1,364882,2011,other,
3592,883*2^1212322+1,364949,2011,other,
3586,1051*2^1212772+1,365084,2011,other,
3576,1127*2^1213307+1,365245,2011,other,
3564,153*2^1214002+1,365454,2011,other,
3553,1151*2^1215135+1,365796,2011,other,
3549,153*2^1215327-1,365853,2011,other,
3545,553*2^1216046+1,366070,2011,other,
3534,997*2^1216484+1,366202,2011,other,
3514,174*1021^121880-1,366743,2011,other,
3510,315*2^1218433+1,366788,2011,other,
3509,621*2^1218520+1,366814,2011,other,
3493,583*2^1219350+1,367064,2011,other,
3490,183*2^1219415-1,367083,2011,other,
3479,913*2^1220010+1,367263,2011,other,
3450,1027*2^1221942+1,367845,2011,other,
3445,141*2^1222421+1,367988,2011,other,
3426,515*2^1223805+1,368405,2011,other,
3425,1023*2^1223814+1,368408,2011,other,
3408,123*2^1225115-1,368799,2011,other,
3388,919*2^1226562+1,369235,2011,other,
3381,1085*2^1226897+1,369336,2011,other,
3376,757*2^1227234+1,369438,2011,other,
3365,1159*2^1227650+1,369563,2011,other,
3352,613*2^1228474+1,369811,2011,other,
3329,1075*2^1229708+1,370183,2011,other,
3300,957*2^1231656+1,370769,2011,other,
3290,987*2^1232387+1,370989,2011,other,
3286,711*2^1232535+1,371033,2011,other,
3275,2*170^166428-1,371210,2011,other,
3272,1045*2^1233270+1,371255,2011,other,
3271,145*2^1233286+1,371259,2011,other,
3268,531*2^1233440+1,371306,2011,other,
3265,13483*2^1233619-1,371361,2011,other,
3256,185*2^1234730-1,371694,2011,other,
3254,259738*3^779214+1,371785,2011,Generalized,
3252,577*2^1235058+1,371793,2011,other,
3246,165*2^1235490-1,371922,2011,other,
3224,1113*2^1236797+1,372317,2011,other,
3213,1147*2^1237642+1,372571,2011,other,
3177,159*2^1240229-1,373349,2011,other,
3166,27029*2^1240648-1,373477,2011,other,
3162,1077*2^1240976+1,373575,2011,other,
3158,673*2^1241262+1,373660,2011,other,
3154,707*2^1241499+1,373732,2011,other,
3150,123*2^1241690-1,373789,2011,other,
3146,119*2^1242207+1,373944,2011,other,
3137,1041*2^1242900+1,374154,2011,other,
3132,825*2^1243193+1,374242,2011,other,
3129,1017*2^1243364+1,374293,2011,other,
3124,7*362^146341-1,374445,2011,other,
3096,153*2^1245154-1,374831,2011,other,
3086,979*2^1245698+1,374996,2011,other,
3060,43902*31^251859-1,375618,2011,other,
3058,821*2^1248033+1,375699,2011,other,
3042,201*2^1249030-1,375998,2011,other,
3036,1043*2^1249633+1,376181,2011,other,
3027,775*2^1250106+1,376323,2011,other,
3026,181*2^1250169-1,376341,2011,other,
3016,585*2^1251530+1,376751,2011,other,
3015,877*2^1251678+1,376796,2011,other,
3011,745*2^1253108+1,377226,2011,other,
3002,691*2^1255260+1,377874,2011,other,
2998,579*2^1255762+1,378025,2011,other,
2984,119*2^1256952-1,378383,2011,other,
2983,555*2^1257047+1,378412,2011,other,
2972,987537*2^1257787+1,378638,2011,other,
2969,883*2^1257858+1,378656,2011,other,
2967,917*2^1258011+1,378703,2011,other,
2966,571*2^1258052+1,378715,2011,other,
2963,781*2^1258420+1,378826,2011,other,
2961,525*2^1258688+1,378906,2011,other,
2957,741*2^1259168+1,379051,2011,other,
2952,68492*5^542553+1,379234,2011,other,
2948,717*2^1260087+1,379327,2011,other,
2944,105*2^1260218+1,379366,2011,other,
2934,993*2^1262086+1,379929,2011,other,
2929,789*2^1262973+1,380196,2011,other,
2920,1197*2^1263698+1,380415,2011,other,
2919,109988*5^544269+1,380433,2011,other,
2918,733*2^1263802+1,380446,2011,other,
2917,911*2^1263831+1,380454,2011,other,
2906,937*2^1267000+1,381408,2011,other,
2905,813*2^1267125+1,381446,2011,other,
2904,987*2^1267175+1,381461,2011,other,
2902,973*2^1267246+1,381483,2011,other,
2897,193*2^1268399-1,381829,2011,other,
2890,781*2^1269036+1,382021,2011,other,
2881,1011*2^1270883+1,382577,2011,other,
2873,89*2^1272457+1,383050,2011,other,
2872,643*2^1272644+1,383107,2011,other,
2869,1103*2^1273105+1,383246,2011,other,
2868,923*2^1273465+1,383355,2011,other,
2867,1155*2^1273521+1,383372,2011,other,
2866,147*2^1273684-1,383420,2011,other,
2865,1185*2^1273795+1,383454,2011,other,
2863,9*10^383643-1,383644,2011,Near-repdigit,
2862,1011*2^1274643+1,383709,2011,other,
2861,757*2^1274676+1,383719,2011,other,
2860,975*2^1274973+1,383809,2011,other,
2852,1105*2^1278476+1,384863,2011,other,
2850,945*2^1278825+1,384968,2011,other,
2849,691*2^1279212+1,385085,2011,other,
2846,623*2^1280125+1,385359,2011,other,
2841,181*2^1281453-1,385759,2011,other,
2839,1189*2^1282034+1,385934,2011,other,
2838,569*2^1282077+1,385947,2011,other,
2837,1093*2^1282080+1,385948,2011,other,
2832,131*2^1283258-1,386302,2011,other,
2827,4*257^160422+1,386607,2011,Generalized,
2826,243*2^1284429+1,386655,2011,other,
2821,603*2^1286394+1,387246,2011,other,
2820,1153*2^1287198+1,387489,2011,other,
2818,135*2^1288177-1,387783,2011,other,
2814,665*2^1289005+1,388032,2011,other,
1733,1077*2^1293068+1,389256,2011,other,
1731,799*2^1293702+1,389447,2011,other,
1725,1011*2^1294485+1,389682,2011,other,
1723,149*2^1295061+1,389855,2011,other,
1718,393*2^1297402-1,390560,2011,other,
1715,615*2^1298251+1,390816,2011,other,
1711,1011*2^1299555+1,391209,2011,other,
1710,627*2^1299702+1,391253,2011,other,
1709,93*2^1299926+1,391319,2011,other,
1698,117*2^1302764-1,392174,2011,other,
1680,55*2^1308148+1,393794,2011,other,
1665,30994*5^565095-1,394989,2011,other,
1664,1110*366^154149-1,395162,2011,other,
1662,15266*12^366385-1,395401,2011,Generalized,
1660,1087540^65536+1,395605,2011,Generalized,
1654,69*2^1316758+1,396386,2011,other,
1611,87*2^1332741-1,401197,2011,other,
1588,89*2^1338001+1,402781,2011,other,
1584,115*2^1338620+1,402967,2011,other,
1541,99*2^1353457+1,407434,2011,other,
1525,7176*29^279240+1,408364,2011,other,
1524,63*2^1356980+1,408494,2011,other,
1522,63*2^1357156-1,408547,2011,other,
1518,87*2^1358189-1,408858,2011,other,
1514,301016*5^586858-1,410202,2011,other,
1512,171*2^1362662-1,410205,2011,other,
1507,321*2^1363671-1,410509,2011,other,
1501,77*2^1365452-1,411044,2011,other,
1491,245*2^1367128-1,411549,2011,other,
1488,243*2^1368212-1,411876,2011,other,
1481,195*2^1369746-1,412337,2011,other,
1474,321*2^1371846-1,412970,2011,other,
1469,147*2^1374216-1,413683,2011,other,
1467,65*2^1374574-1,413790,2011,other,
1465,129*2^1376223-1,414287,2011,other,
1464,151*2^1376256+1,414297,2011,other,
1461,6*10^414508-1,414509,2011,Near-repdigit,
1441,2251082^65536+1,416311,2011,Generalized,
1440,89*2^1383108-1,416359,2011,other,
1435,2313394^65536+1,417088,2011,Generalized,
1424,182402*14^364804-1,418118,2011,Generalized,
1419,77*2^1390004-1,418435,2011,other,
1408,85*2^1395605-1,420121,2011,other,
1394,23*2^1399841+1,421396,2011,other,
1377,55*2^1406997-1,423551,2011,other,
1373,93*2^1408246+1,423927,2011,other,
1368,339*2^1410789-1,424693,2011,other,
1362,266206*5^608649-1,425433,2011,other,
1355,61*2^1416365-1,426371,2011,other,
1341,65*2^1421088-1,427792,2011,other,
1316,270748*5^614625-1,429610,2011,other,
1307,729*2^1430906+1,430749,2011,Generalized,
1305,243*2^1431443-1,430910,2011,other,
1297,95*2^1433853+1,431635,2011,other,
1292,210092*5^618136-1,432064,2011,other,
1288,83*2^1437882-1,432848,2011,other,
1280,10*802^149319+1,433650,2011,other,
1243,83*2^1455358-1,438109,2011,other,
1231,83*2^1461350-1,439913,2011,other,
1226,165*2^1462368-1,440219,2011,other,
1200,327*2^1473201-1,443481,2011,other,
1199,69*2^1473217-1,443485,2011,other,
1198,176660*18^353320-1,443519,2011,Generalized,
1197,333*2^1474766-1,443952,2011,other,
1180,5*10^445773-1,445774,2011,Near-repdigit,
1175,8922449*2^1482840-1,446387,2011,other,
1170,57*2^1486214-1,447397,2011,other,
1166,61*2^1487125-1,447672,2011,other,
1162,49568*5^640900-1,447975,2011,other,
1145,262172*5^643342-1,449683,2011,other,
1144,93*2^1493877+1,449704,2011,other,
1134,27994*5^645221-1,450995,2011,other,
1133,95*2^1498399+1,451066,2011,other,
1119,65*2^1505640-1,453245,2011,other,
1117,7*566^164827-1,453740,2011,other,
1111,93*2^1511692+1,455067,2011,other,
1094,165*2^1521629-1,458059,2011,other,
1078,247*2^1529485-1,460424,2011,other,
1074,41*2^1530313+1,460672,2011,other,
1073,63*2^1530888+1,460846,2011,other,
1068,8331405*2^1534807-1,462030,2011,other,
1066,63*2^1535612-1,462268,2011,other,
1060,333*2^1537644-1,462880,2011,other,
1057,315*2^1539539-1,463450,2011,other,
1055,83*2^1540750-1,463814,2011,other,
1054,53*2^1541133+1,463929,2011,other,
1050,95*2^1543676-1,464695,2011,other,
1049,5*10^464843-1,464844,2011,Near-repdigit,
1034,161*2^1553570-1,467674,2011,other,
1025,93*2^1561686+1,470117,2011,other,
1018,729*366^183817-1,471215,2011,other,
1015,69*2^1566375-1,471528,2011,other,
1013,331882*5^674961-1,471784,2011,other,
1002,67*2^1573454+1,473659,2011,other,
997,99*2^1575803+1,474366,2011,other,
987,2488*5^679769-1,475142,2011,other,
984,396687*2^1579256+1,475410,2011,other,
983,552073*2^1579256+1,475410,2011,other,
982,3437965*2^1579256+1,475410,2011,other,
981,4494381*2^1579256+1,475411,2011,other,
977,87*2^1580858+1,475888,2011,other,
961,289*2^1587151-1,477783,2011,other,
946,79*2^1592422+1,479369,2011,other,
937,69*2^1595083+1,480170,2011,other,
923,2*3^1010743-1,482248,2011,other,
904,39*2^1612681+1,485467,2011,other,
900,87*2^1616138-1,486508,2011,other,
897,2*626^174203+1,487172,2011,other,
886,63*2^1625970+1,489468,2011,other,
885,63*2^1626259-1,489555,2011,other,
884,113*2^1627496-1,489928,2011,other,
883,69*2^1628378+1,490193,2011,other,
874,53*2^1632590-1,491461,2011,other,
858,315*2^1639432-1,493521,2011,other,
850,49*2^1646042+1,495510,2011,Generalized,
820,99*2^1665995+1,501517,2011,other,
817,2^1667321-2^833661+1,501914,2011,other,
812,55*2^1669798+1,502662,2011,other,
806,93*2^1673893+1,503894,2011,other,
803,95*2^1674777+1,504161,2011,other,
800,60357*2^1676907+1,504805,2011,other,
796,139*666^178851-1,504984,2011,other,
785,110059!+1,507082,2011,Factorial,
779,63*2^1686050+1,507554,2011,other,
776,20049*2^1687252-1,507918,2011,other,
765,5*10^511056-1,511057,2011,Near-repdigit,
725,113*2^1721438-1,518207,2011,other,
701,61*2^1734983-1,522284,2011,other,
695,95*2^1738427+1,523321,2011,other,
671,65*2^1752885+1,527673,2011,other,
666,31*2^1755317-1,528405,2011,other,
664,71*2^1755965+1,528600,2011,other,ECPP
660,57*2^1756702+1,528822,2011,other,ECPP
